English,Santali
"Besides Best Malayalam Film and Best Screenplay for the film, Fahadh won in the Best Supporting Actor category.","ᱥᱚᱨᱮᱥ ᱢᱟᱞᱟᱭᱟᱞᱟᱢ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱨᱮᱥ ᱪᱤᱛᱟᱹᱨ ᱜᱟᱭᱟᱱ ᱪᱷᱟᱰᱟᱦᱚᱸ, ᱯᱷᱟᱦᱟᱫ ᱥᱚᱨᱮᱥ ᱥᱚᱦᱚᱫ ᱯᱟᱴᱷᱚᱠ ᱛᱷᱚᱱᱚᱛ ᱨᱮᱭ ᱡᱤᱛᱠᱟᱹᱨ ᱞᱮᱱᱟ ᱾"
"In modern Mizoram, much of the social life often revolves around church.",ᱱᱟᱦᱟᱜ ᱢᱤᱡᱳᱨᱟᱢ ᱨᱮ ᱥᱟᱶᱛᱟ ᱠᱤᱭᱟᱹ ᱡᱤᱭᱚᱱ ᱨᱮ ᱟᱭᱢᱟᱜᱟᱱ ᱜᱮ ᱞᱟᱹᱭᱜᱟᱱᱚᱜᱼᱟ ᱜᱤᱨᱡᱟ ᱫᱷᱟᱨᱮ ᱫᱷᱟᱨᱮ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱶᱟ ᱾
He was one of the pioneers and most prolific contributors to Kannada theatre.,ᱩᱱᱤ ᱫᱚ ᱠᱚᱱᱱᱚᱲ ᱨᱚᱸᱜᱤᱱᱟᱠᱷᱲᱟ ᱞᱟᱦᱟᱣᱟᱱ ᱟᱨ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱮᱱᱮᱢᱦᱚᱲᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
The Uttarakhand football team represents Uttarakhand in the Santosh Trophy and other leagues.,ᱥᱚᱱᱛᱳᱥ ᱴᱨᱚᱯᱷᱤ ᱟᱨ ᱮᱴᱟᱜ ᱞᱤᱜᱽ ᱨᱮ ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱯᱷᱩᱴᱵᱚᱞ ᱜᱟᱫᱮᱞ ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱛᱚᱨᱚᱯᱷ ᱛᱮᱠᱚ ᱢᱟᱲᱛᱮ ᱞᱮᱱᱟ ᱾
"The flowers of palash or tesu tree, also called the flame of the forest, are typical sources of bright red and deep orange colours.","ᱢᱩᱨᱩᱫ ᱥᱮ ᱛᱮᱥᱩ ᱫᱟᱨᱮᱹ ᱨᱮᱭᱟᱜ ᱵᱟᱦᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱤᱨ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱥᱟᱞ ᱦᱚᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ, ᱟᱨᱟᱜ ᱟᱨᱥᱟᱞ ᱟᱨ ᱜᱟᱲᱚ ᱠᱚᱢᱞᱟ ᱨᱚᱝ ᱟᱫᱚᱨᱥᱚ ᱞᱮᱠᱟᱛᱮ ᱯᱷᱮᱰᱟᱛ ᱠᱟᱱᱟ ᱾"
The usual recommendation for those needing iseikonic correction is to wear contact lenses.,ᱡᱟᱦᱟᱸᱭ ᱠᱚᱣᱟᱜ ᱟᱭᱥᱤᱠᱱᱤᱠ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱨᱮᱭᱟᱜ ᱡᱟᱨᱩᱲᱚᱜᱼᱟ ᱩᱱᱠᱩ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱥᱩᱯᱷᱟᱨᱤᱥ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱠᱚᱱᱴᱟᱠᱴ ᱞᱮᱱᱥ ᱦᱚᱨᱚᱜ ᱦᱩᱭᱩᱜᱼᱟ ᱾
"In this session, Jawaharlal Nehru delivered the Tryst with Destiny speech proclaiming India's independence.","ᱱᱚᱶᱟ ᱚᱫᱷᱤᱵᱮᱥᱚᱱ ᱨᱮ, ᱡᱚᱣᱦᱚᱨᱞᱟᱞ ᱱᱮᱦᱮᱨᱩ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱩᱪᱷᱟᱹᱱ ᱠᱟᱛᱮᱫ ᱴᱨᱤᱥᱴ ᱩᱭᱤᱛᱷ ᱰᱮᱥᱴᱤᱱᱤ ᱛᱷᱩᱛᱤᱭ ᱫᱚᱦᱚ ᱞᱮᱫᱟ ᱾"
Won Silver Medal in 2020 Tokyo Olympics for India.,ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱ ᱦᱳᱭ ᱠᱟᱛᱮ ᱒᱐᱒᱐ ᱴᱳᱠᱤᱭᱳ ᱚᱞᱤᱢᱯᱤᱠᱨᱮ ᱨᱩᱯᱟᱹ ᱯᱚᱫᱚᱠ ᱠᱚ ᱡᱤᱛᱟᱹᱣ ᱞᱮᱱᱟ ᱾
To the east is the Bay of Bengal and the state encircles the union territory of Puducherry.,ᱯᱩᱨᱩᱵᱽ ᱨᱮ ᱵᱚᱝᱜᱳᱯᱥᱟᱜᱚᱨ ᱟᱨ ᱯᱚᱱᱚᱛ ᱯᱩᱫᱩᱪᱮᱨᱤ ᱫᱚ ᱛᱟᱞᱢᱟ ᱥᱟᱥᱚᱱᱤᱭᱟᱹ ᱴᱚᱴᱷᱟ ᱵᱮᱲᱦᱟᱭᱛᱮ ᱮᱥᱮᱫ ᱟᱠᱟᱫᱟᱭ ᱾
There are around 750 species of birds and more than 200 species of mammals in the state.,ᱯᱚᱱᱚᱛ ᱨᱮ ᱯᱨᱟᱭ ᱗᱕᱐ ᱡᱟᱹᱛᱨᱮᱱ ᱪᱮᱬᱮ ᱟᱨ ᱒᱐᱐ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱡᱟᱹᱛᱨᱮᱱ ᱱᱩᱱᱩᱣᱟᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾
Sledge hockey is an adaption of ice hockey designed for players who have a physical disability.,ᱥᱞᱮᱡᱽ ᱦᱚᱠᱤ ᱦᱳᱭᱚᱜ ᱠᱟᱱᱟ ᱟᱭᱤᱥ ᱦᱚᱠᱤ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱚᱵᱷᱤᱡᱳᱡᱚᱱ ᱡᱟᱦᱟᱸ ᱫᱚ ᱚᱱᱠᱟᱱ ᱠᱷᱤᱞᱳᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱱᱟᱣ ᱦᱳᱭ ᱟᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱭ ᱠᱚᱣᱟᱜ ᱫᱟᱲᱮᱹ ᱵᱟᱱᱩᱜᱼᱟ ᱾
An invocatory item may usually follow the varnam.,ᱟᱥᱚᱠᱟᱭᱛᱮ ᱵᱚᱨᱱᱚᱢ ᱛᱟᱭᱚᱢ ᱢᱤᱫᱴᱟᱝ ᱱᱮᱸᱦᱚᱨ ᱥᱮᱨᱮᱧ ᱦᱮᱪ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
It is based on pre-classical melodic forms that comprise a series of five or more musical notes upon which a melody is founded.,ᱱᱚᱶᱟ ᱫᱚ ᱢᱟᱲᱟᱝᱼᱥᱮᱨᱶᱟ ᱨᱟᱦᱟ ᱵᱟᱵᱚᱫᱟᱱ ᱨᱩᱯ ᱪᱮᱛᱟᱱ ᱴᱮᱦᱟᱰ ᱟᱠᱟᱱ ᱡᱟᱦᱟᱸ ᱢᱚᱬᱮ ᱟᱨᱵᱟᱝ ᱚᱱᱟ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱨᱩᱼᱥᱟᱯᱟᱵᱽ ᱨᱮᱱᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱦᱚᱨᱟ ᱟᱛᱮᱫ ᱜᱚᱲᱦᱚᱱ ᱡᱟᱦᱟ ᱠᱷᱚᱱ ᱢᱤᱫᱴᱟᱝ ᱨᱟᱦᱟ ᱛᱚᱞ ᱜᱟᱱᱚᱜᱼᱟ ᱾
"The state has always been a destination for mountaineering, hiking, and rock climbing in India.","ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱵᱩᱨᱩᱫᱮᱡᱚᱜ, ᱦᱟᱭᱠᱤᱝ ᱟᱨ ᱨᱚᱠ ᱠᱞᱟᱭᱢᱵᱤᱝ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱯᱚᱱᱚᱛ ᱫᱚ ᱥᱟᱨᱜᱷᱟᱹᱲᱤᱡᱽ ᱜᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱴᱮᱨᱚᱜ ᱴᱷᱟᱶ ᱾"
"Until now, the winning team was either from the Netherlands or Belgium, with respectively 45 and 6 Europa Cups.","ᱱᱤᱛ ᱦᱟᱹᱵᱤᱡ, ᱡᱤᱛᱠᱟᱹᱨ ᱫᱚᱞ ᱠᱚ ᱦᱩᱭᱩᱜ ᱛᱟᱦᱮᱱᱟ ᱱᱮᱫᱟᱨᱞᱮᱱᱰᱥ ᱟᱨᱵᱟᱝ ᱵᱮᱞᱡᱤᱭᱟᱢ ᱠᱷᱚᱱ, ᱮᱞᱮᱞ ᱞᱮᱠᱟᱛᱮ ᱔᱕ ᱟᱨ ᱖ ᱜᱚᱴᱟᱝ ᱤᱭᱩᱨᱳᱯᱟ ᱠᱟᱯ ᱾"
It is predominantly celebrated in the Indian subcontinent but has also spread to other regions of Asia and parts of the Western world through the South Asian diaspora.,ᱢᱩᱲᱩᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱩᱯᱚᱼᱢᱟᱦᱟ ᱫᱤᱥᱚᱢ ᱨᱮ ᱱᱚᱶᱟ ᱯᱟᱞᱟᱣ ᱦᱩᱭᱞᱮᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱫᱚᱠᱷᱤᱱ ᱮᱥᱤᱭᱟᱨᱮᱱ ᱜᱤᱨᱟᱹᱵᱟᱥ ᱟᱠᱟᱱᱠᱚ ᱛᱟᱞᱟᱛᱮ ᱮᱥᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱮᱴᱟᱜ ᱮᱴᱟᱜ ᱴᱚᱴᱷᱟ ᱟᱨ ᱯᱟᱹᱪᱷᱤᱢ ᱡᱮᱸᱜᱮᱫ ᱨᱮᱭᱟᱜ ᱠᱤᱪᱷᱩᱜᱟᱱ ᱦᱤᱸᱥ ᱨᱮᱦᱚᱸ ᱪᱷᱩᱲᱤᱭᱟᱹᱣ ᱟᱠᱟᱱᱟ ᱾
You must have lived in Alaska for a full calendar year and you must intend to remain in Alaska indefinitely.,ᱟᱢ ᱱᱤᱦᱟᱹᱛ ᱜᱮ ᱢᱤᱫᱴᱟᱝ ᱯᱩᱨᱟᱹ ᱯᱚᱧᱡᱤᱠᱟ ᱥᱮᱨᱢᱟ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱟᱥᱠᱟ ᱨᱮᱠᱚ ᱜᱤᱨᱟᱹᱵᱟᱥᱤ ᱟᱠᱟᱱ ᱟᱨ ᱟᱢᱟᱜ ᱵᱮᱼᱴᱷᱤᱠᱟᱹᱱ ᱠᱟᱞ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱟᱥᱠᱟ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱨᱮᱭᱟᱜ ᱯᱟᱱᱛᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"A mixed vegetable stew, known as Khatkhate, is a very popular dish during the celebrations of festivals, Hindu and Christian alike.","ᱢᱤᱫᱴᱟᱝ ᱢᱮᱥᱟ ᱥᱚᱵᱡᱽᱤ ᱥᱩᱴᱩ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱠᱷᱚᱴᱠᱷᱚᱴᱮᱹ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢ ᱟᱠᱟᱱᱟ, ᱦᱤᱱᱫᱩ ᱟᱨ ᱠᱷᱤᱥᱴᱟᱱ ᱠᱚᱣᱟᱜ ᱯᱚᱨᱚᱵᱽ ᱢᱟᱱᱟᱣ ᱚᱠᱛᱚ ᱢᱤᱫᱴᱟᱝ ᱠᱷᱩᱥᱤᱭᱟᱱᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ᱾"
"In Sweden, Children's Day is celebrated on the first Monday of October.","ᱥᱩᱭᱰᱮᱱ ᱨᱮ, ᱚᱠᱴᱳᱵᱚᱨ ᱨᱮᱭᱟᱜ ᱯᱳᱭᱞᱳ ᱚᱛᱮᱢᱟᱦᱟ ᱦᱤᱞᱳᱜ ᱥᱤᱥᱩ ᱫᱤᱵᱚᱥ ᱠᱚ ᱯᱟᱞᱟᱣᱟ ᱾"
"She studied at Indian School Wadi Kabir and Indian School, Salalah in Oman.","ᱩᱱᱤᱫᱚ ᱳᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱤᱱᱰᱤᱭᱟᱱ ᱥᱠᱩᱞ ᱳᱣᱟᱫᱤ ᱠᱚᱵᱤᱨ ᱟᱨ ᱤᱱᱰᱤᱭᱟᱱ ᱥᱠᱩᱞ, ᱥᱟᱞᱟᱞᱟᱦᱚ ᱨᱮᱭ ᱯᱟᱲᱦᱟᱣ ᱟᱠᱟᱱᱟ ᱾"
"The surrounding cities are Mohali, New Chandigarh, Patiala, Zirakpur and Rupnagar in Punjab, and Panchkula and Ambala in Haryana.","ᱥᱩᱨᱥᱩᱯᱩᱨ ᱥᱟᱦᱟᱨᱠᱚᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱢᱳᱦᱟᱞᱤ, ᱱᱤᱭᱩ ᱪᱚᱱᱰᱤᱜᱚᱲ, ᱯᱟᱛᱤᱭᱟᱞᱟ, ᱯᱟᱧᱡᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱡᱤᱨᱟᱠᱯᱩᱨ ᱟᱨ ᱨᱩᱯᱱᱚᱜᱚᱨ ᱟᱨ ᱦᱚᱨᱤᱭᱟᱱᱟ ᱨᱮᱭᱟᱜ ᱯᱚᱧᱪᱚᱠᱩᱞᱟ ᱟᱨ ᱟᱢᱵᱟᱞᱟ ᱾"
The other Sanskrit term for it is Avyanga.,ᱱᱚᱶᱟ ᱞᱟᱹᱜᱤᱫ ᱮᱴᱟᱜ ᱥᱚᱝᱥᱠᱨᱤᱛ ᱯᱟᱹᱱᱟᱹᱨᱥᱤ ᱫᱚ ᱠᱟᱱᱟ ᱚᱵᱮᱝᱜᱚ ᱾
Laser surgery may also slightly reduce colour and night vision.,ᱞᱮᱡᱟᱨ ᱥᱟᱨᱡᱟᱨᱤ ᱦᱚᱸ ᱨᱚᱝᱼ ᱟᱨ ᱧᱤᱫᱟᱹ ᱧᱮᱞ ᱫᱟᱲᱮᱭᱟᱜ ᱦᱚᱸ ᱱᱟᱥᱮᱭ ᱠᱚᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
"In this bombing, the vehicle was damaged but there were no casualties.",ᱱᱚᱶᱟ ᱵᱚᱢᱟ ᱚᱴᱮᱡ ᱛᱮ ᱜᱟᱹᱰᱤ ᱫᱚ ᱨᱟᱹᱯᱩᱫ ᱞᱮᱱ ᱨᱮᱦᱚᱸ ᱡᱟᱦᱟᱱ ᱜᱟᱹᱞ ᱜᱚᱡ ᱨᱮᱱᱟᱜ ᱜᱷᱚᱴᱱᱟ ᱵᱟᱝ ᱦᱩᱭ ᱠᱟᱱᱟ ᱾
Agatti has an airport with direct flights from Kochi.,ᱠᱳᱪᱤ ᱠᱷᱚᱱ ᱥᱚᱨᱟᱥᱚᱨᱤ ᱩᱰᱟᱹᱜ ᱥᱟᱣ ᱟᱜᱚᱛᱛᱤ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱩᱰᱟᱹᱱᱟᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"The Chola Dynasty was a Tamil thalassocratic empire of southern India, one of the longest-ruling dynasties in world history.","ᱪᱳᱞ ᱨᱟᱡᱽ ᱵᱚᱝᱥᱚ ᱫᱚ ᱫᱚᱠᱠᱷᱤᱱ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱛᱟᱢᱤᱞ ᱛᱷᱮᱞᱟᱥᱳᱠᱨᱮᱴᱤᱠ ᱥᱟᱢᱨᱟᱡᱽ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ , ᱡᱟᱦᱟᱸ ᱫᱚ ᱡᱮᱜᱮᱫ ᱨᱮᱭᱟᱜ ᱱᱟᱜᱟᱢ ᱨᱮ ᱟᱹᱰᱤ ᱡᱮᱞᱮᱧ ᱥᱟᱥᱚᱱᱤᱭᱟᱹ ᱨᱟᱡᱽᱵᱚᱝᱥᱚ ᱢᱩᱫᱽᱨᱮ ᱢᱤᱫ ᱦᱚᱲ ᱠᱟᱱᱟᱭ ᱾"
They set up a permanent settlement in Velha Goa.,ᱵᱷᱮᱞᱦᱟ ᱜᱳᱣᱟ ᱨᱮ ᱩᱱᱠᱩ ᱫᱚ ᱢᱤᱫᱴᱮᱱ ᱛᱷᱟᱹᱭᱤ ᱜᱤᱨᱟᱹᱵᱟᱹᱥᱤ ᱠᱚ ᱛᱷᱟᱯᱚᱱ ᱞᱮᱫᱟ ᱾
"Lighter materials, such as thermocol, are sometimes used today, although ornaments are still predominantly made of the woodwork.","ᱮᱱᱨᱮᱦᱚᱸ ᱟᱵᱷᱨᱟᱱ ᱱᱤᱛᱦᱚᱸ ᱟᱥᱚᱞᱨᱮ ᱠᱟᱴᱷ ᱠᱟᱹᱢᱤ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱱᱟᱣ ᱵᱮᱱᱟᱣ , ᱨᱟᱣᱟᱞ ᱡᱚᱜᱟᱲ ᱠᱚ ᱡᱮᱞᱮᱠᱟ ᱛᱷᱟᱨᱢᱚᱠᱚᱞ ᱡᱟᱦᱟᱸᱛᱤᱥ ᱠᱚᱨᱮ ᱱᱤᱛᱦᱚ ᱵᱮᱶᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"The main tribes in Meghalaya are the Khasis, the Garos, and the Jaintias.","ᱢᱮᱜᱷᱟᱞᱚᱭ ᱨᱮᱱ ᱢᱩᱲᱩᱫ ᱩᱯᱚᱡᱟᱹᱛᱤ ᱫᱚ ᱠᱷᱟᱥᱤ, ᱜᱟᱨᱳ ᱟᱨ ᱡᱳᱱᱛᱤᱭᱟ ᱾"
Detectives took advice from homicide specialists but a murder investigation was not launched and Port was released on bail while the Crown Prosecution Service considered charging him.,ᱜᱳᱭᱮᱱᱫᱟ ᱠᱚᱫᱚ ᱦᱚᱲᱦᱮᱞᱮᱡ ᱜᱟᱹᱠᱷᱩᱲᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱠᱚ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱜᱚᱡ ᱨᱮᱭᱟᱜ ᱛᱚᱫᱟᱨᱚᱛ ᱵᱟᱝ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ ᱟᱨ ᱯᱳᱨᱴ ᱫᱚ ᱡᱟᱹᱢᱤᱱ ᱨᱮ ᱪᱷᱟᱹᱲ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱡᱚᱠᱷᱮᱱ ᱠᱨᱟᱣᱩᱱ ᱯᱨᱚᱥᱤᱠᱤᱣᱥᱚᱱ ᱥᱟᱨᱵᱷᱤᱥ ᱫᱚ ᱩᱱᱤ ᱫᱩᱥᱤᱭᱮ ᱞᱟᱹᱜᱤᱫ ᱩᱭᱦᱟᱹᱨ ᱵᱷᱟᱵᱱᱟ ᱞᱮᱫᱟᱭ ᱾
"The first World Down Syndrome Day was held on 21 March 2006 and the day and month were chosen to correspond with 21 and trisomy, respectively.",ᱯᱩᱭᱞᱩ ᱡᱮᱜᱮᱫ ᱰᱟᱣᱩᱱ ᱥᱤᱱᱰᱨᱳᱢ ᱢᱟᱦᱟ ᱒᱑ ᱢᱟᱨᱪ ᱒᱐᱐᱖ ᱼᱨᱮ ᱥᱟᱯᱲᱟᱣ ᱞᱮᱱᱟ ᱟᱨ ᱢᱟᱦᱟ ᱟᱨ ᱪᱟᱸᱫᱚ ᱚᱛᱚᱢᱛᱟᱭᱚᱢ ᱒᱑ ᱟᱨ ᱴᱨᱟᱭᱥᱳᱢᱤ ᱥᱟᱶᱛᱮᱨ ᱢᱮᱞ ᱫᱚᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱪᱷᱱᱟᱣ ᱦᱟᱛᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
"The Sun Temple, Modhera is a ticketed monument, handled by the Archaeological Survey of India.","ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱢᱟᱨᱮᱱᱛᱮᱛᱮᱫ ᱡᱚᱨᱤᱯ ᱫᱟᱨᱟᱭ ᱛᱮ ᱪᱟᱪᱞᱟᱶ ᱢᱮᱫᱷᱳᱨᱟᱨᱟ ᱨᱮᱱᱟᱜ ᱥᱩᱨᱡᱚ ᱢᱚᱱᱫᱤᱨ ᱢᱤᱫᱴᱟᱝ ᱩᱭᱦᱟᱹᱭ ᱛᱷᱟᱢ, ᱡᱟᱸᱦᱟ ᱨᱮ ᱵᱚᱞᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱴᱤᱠᱤᱴ ᱞᱟᱜᱟᱜᱼᱟ ᱾"
"It had three tehsils, based at Leh, Skardu, and Kargil.","ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱯᱮᱭᱟ ᱛᱚᱦᱚᱥᱤᱞ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱞᱮᱦ, ᱥᱠᱟᱨᱫᱩ ᱟᱨ ᱠᱟᱨᱜᱤᱞ ᱾"
