Hindi,Santali
शबनम एक और बॉक्स ऑफिस हिट थी जो 1949 में भी रिलीज़ हुई थी।,ᱥᱚᱵᱽᱱᱚᱢ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱵᱚᱠᱥ ᱟᱹᱯᱷᱤᱥ ᱦᱤᱴ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱫᱚ ᱑᱙᱔᱙ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱯᱟᱨᱥᱟᱞ ᱞᱮᱱᱟ ᱾
ज़ांस्कर अपनी सहायक नदियों के साथ इस क्षेत्र की मुख्य नदी है।,ᱡᱟᱱᱥᱠᱟᱨ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱸᱜᱟ ᱱᱟᱹᱭ ᱢᱮᱥᱟ ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱨᱮᱭᱟᱜ ᱢᱩᱬᱩᱛ ᱱᱟᱹᱭ ᱠᱟᱱᱟ ᱾
"कुल 48,675 हेक्टेयर (120,280 एकड़) भूमि का उपयोग कृषि उद्देश्यों के लिए किया जाता है।","ᱜᱩᱴ ᱔᱘,᱖᱗᱕ ᱦᱮᱠᱴᱟᱨ (᱑᱒᱐,᱒᱘᱐ ᱮᱠᱚᱨ) ᱠᱷᱮᱛ ᱪᱟᱥ ᱠᱟᱹᱢᱤ ᱨᱮ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"हालाँकि, यह जाँचने योग्य है कि क्या लेखक ने अध्ययन के दौरान स्टेजिंग सिस्टम को अपडेट किया है, या जांच में विशिष्ट उपयोग के लिए सामान्य वर्गीकरण नियमों को संशोधित किया है।","ᱡᱟᱦᱟᱸᱭᱮᱱ ᱜᱮ, ᱚᱱᱚᱞᱤᱭᱟᱹ ᱯᱚᱲᱦᱚᱱ ᱨᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱟᱠᱷᱲᱟᱣᱟᱱ ᱵᱚᱱᱫᱮᱡᱽ ᱟᱱ ᱱᱟᱦᱟᱜ ᱟᱹᱨᱩᱭ ᱥᱮ ᱠᱷᱚᱡ ᱛᱚᱞᱟᱥ ᱠᱟᱹᱢᱤ ᱨᱮ ᱴᱷᱟᱣᱠᱟᱹ ᱥᱟᱹᱦᱤᱡ ᱵᱮᱵᱷᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱛᱷᱟᱠ ᱨᱮᱭᱟᱜ ᱱᱮᱭᱟᱢ ᱠᱚ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱞᱮᱫᱟ ᱥᱮ ᱵᱟᱝ ᱚᱱᱟ ᱵᱤᱰᱟᱹᱣ ᱫᱚ ᱟᱹᱰᱤ ᱡᱟᱹᱨᱩᱲᱟ ᱾"
नामची में 9 प्रतिशत आबादी 6 साल से कम उम्र की है।,ᱱᱟᱢᱪᱤ ᱥᱟᱦᱟᱨ ᱨᱮᱭᱟᱜ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱙% ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱖ ᱥᱮᱨᱢᱟ ᱟᱨᱵᱟᱝ ᱚᱱᱟ ᱠᱷᱚᱱ ᱠᱚᱢ ᱩᱢᱮᱨᱟᱱ ᱾
"वेवर्ली हाई स्कूल, तारानाकी को दिसंबर में यह पुष्टि होने के बाद कि वे अपने छात्रों को धोखा दे रहे थे, आंतरिक एन. सी. ई. ए. मूल्यांकन करने से पहले ही निलंबित कर दिया गया है।","ᱳᱭᱮᱹᱵᱷᱟᱨᱞᱤ ᱩᱱᱩᱥᱩᱞ ᱵᱤᱫᱽᱫᱟᱹᱜᱟᱲ, ᱛᱟᱨᱟᱱᱟᱠᱤ, ᱰᱤᱥᱮᱢᱵᱚᱨ ᱨᱮ ᱜᱚᱴᱟ ᱛᱟᱭᱚᱢ ᱵᱷᱤᱛᱟᱹᱨᱟᱱ ᱮᱱ ᱥᱤ ᱤ ᱮᱹ ᱵᱤᱰᱟᱹᱣ ᱪᱟᱼᱪᱟᱞᱟᱣ ᱠᱷᱚᱱ ᱦᱟᱹᱯᱤᱫ ᱦᱳᱭ ᱞᱮᱱᱟ ᱡᱮ, ᱩᱱᱠᱩ ᱟᱠᱚᱨᱮᱱ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱚ ᱠᱳᱢᱲᱳ ᱦᱚᱪᱚ ᱭᱮᱫ ᱠᱚᱣᱟ ᱠᱚ ᱾"
"इंटरनेट के उपयोग ने इन तीनों पात्रों के जीवन को कैसे प्रभावित किया, यह कहानी का सार है।",ᱤᱱᱴᱟᱨᱱᱮᱴ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱱᱚᱶᱟ ᱯᱮᱭᱟ ᱪᱩᱨᱤᱛᱟᱜ ᱡᱤᱭᱚᱱᱮ ᱮᱥᱮᱨᱟ ᱚᱱᱟ ᱤᱫᱤ ᱠᱟᱛᱮᱫ ᱜᱮ ᱠᱟᱹᱦᱚᱱᱤ ᱨᱮᱱᱟᱜ ᱢᱩᱬᱩᱫ ᱥᱟᱛᱟᱢ ᱾
वृषध्वज और उनके उत्तराधिकारी-पुत्र की मृत्यु हो चुकी थी और उनके पोते धर्मध्वज और कुशध्वज अब लक्ष्मी की कृपा प्राप्त करने के लिए उनकी पूजा कर रहे थे।,"ᱵᱨᱤᱥᱫᱷᱚᱡᱽ ᱟᱨ ᱩᱱᱤᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱦᱚᱯᱚᱱ ᱦᱚᱸᱭ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱟᱨ ᱩᱱᱤ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱠᱚᱲᱟ ᱠᱤᱱ, ᱫᱷᱚᱨᱢᱚᱫᱷᱚᱡᱽ ᱟᱨ ᱠᱩᱥᱫᱷᱚᱡᱽ ᱱᱤᱛᱚᱜ ᱞᱚᱠᱷᱤ ᱧᱟᱢ ᱟᱸᱥᱛᱮ ᱩᱱᱤᱭᱟᱜ ᱯᱩᱡᱟᱹ ᱠᱤᱱ ᱠᱚᱨᱟᱣᱟ᱾"
उन्होंने शशि कपूर के फिल्मवालास प्रोडक्शंस के कलयुग में रीमा लागू के पति और राज बब्बर के भाई की भूमिका निभाई।,ᱥᱚᱥᱤ ᱠᱟᱯᱩᱨᱟᱜ ᱯᱷᱤᱞᱢᱳᱣᱟᱞᱟᱥ ᱯᱨᱳᱰᱟᱠᱥᱚᱱ ᱠᱟᱞ ᱡᱩᱜᱽᱨᱮ ᱩᱱᱤ ᱨᱤᱢᱟ ᱞᱟᱜᱩ ᱨᱮᱱ ᱪᱷᱟᱛᱟ ᱫᱟᱨᱮᱹ ᱟᱨ ᱨᱟᱡᱽ ᱵᱚᱵᱽᱵᱚᱨ ᱨᱮᱱ ᱵᱚᱠᱚᱛᱛᱮᱫᱟᱜ ᱪᱩᱨᱤᱛ ᱨᱮᱭ ᱯᱟᱴᱷ ᱞᱮᱫᱟ ᱾
श्रीनगर में स्थित कश्मीर विश्वविद्यालय इस क्षेत्र का मुख्य विश्वविद्यालय है।,ᱥᱨᱤᱱᱚᱜᱚᱨ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱟᱥᱢᱤᱨ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱫᱚ ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱠᱟᱱᱟ ᱾
आप गाड़ी छोड़ कर परिवहन पर पैसे बचाने की भी जांच कर सकते हैं।,ᱟᱢᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱜᱟᱹᱰᱤ ᱟᱲᱟᱜ ᱠᱟᱛᱮ ᱠᱟᱛᱮᱜ ᱥᱟᱜᱟᱲᱚᱢ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱥᱟᱧᱪᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱢ ᱩᱭᱦᱟᱹᱨ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
अप्रैल और जून के बीच आम तूफान ने मैमनसिंह क्षेत्र को अपनी चपेट में ले लिया और फसलों और पेड़ों को नष्ट कर दिया।,ᱮᱯᱨᱤᱞ ᱠᱷᱚᱱ ᱡᱩᱱ ᱢᱩᱫᱽᱨᱮ ᱥᱟᱹᱵᱤᱠ ᱞᱮᱠᱟᱛᱮ ᱦᱩᱭᱩᱜ ᱦᱚᱭᱼᱵᱟᱹᱨᱰᱩ ᱠᱚ ᱢᱚᱭᱢᱚᱱᱥᱤᱝ ᱴᱚᱴᱷᱟ ᱪᱮᱛᱟᱱᱛᱮ ᱩᱰᱟᱹᱣ ᱪᱟᱞᱟᱜᱼᱟ ᱟᱨ ᱟᱨᱡᱟᱣ ᱫᱩᱨᱤᱵᱽ ᱟᱨ ᱫᱟᱹᱨᱮ ᱱᱟᱹᱲᱤᱭ ᱱᱟᱥᱟᱣᱟ ᱾
"कम दृष्टि पुनर्वास पेशेवर, जिनमें से कुछ नेत्रहीनों के लिए एक एजेंसी से जुड़े हैं, शेष दृष्टि को अधिकतम करने के लिए प्रकाश और विपरीत पर सलाह दे सकते हैं।","ᱠᱚᱢ ᱧᱮᱧᱮᱞᱟᱱ ᱛᱟᱦᱮᱸ ᱨᱩᱣᱟᱹᱲ ᱠᱚ, ᱡᱟᱸᱦᱟᱭ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱚᱠᱚᱭ ᱚᱠᱚᱭ ᱠᱚᱫᱚ ᱠᱟᱬᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱜᱟᱶᱛᱟ ᱥᱟᱶᱛᱮ ᱡᱚᱯᱲᱟᱣ, ᱥᱟᱨᱮᱡ ᱟᱠᱟᱱ ᱧᱮᱱᱮᱞ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱠᱟᱹᱢᱤ ᱨᱮ ᱞᱟᱜᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱟᱨᱥᱟᱞ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱩᱫᱩᱜ ᱵᱟᱨᱮᱛᱮ ᱯᱚᱨᱟᱢᱚᱥ ᱮ ᱮᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
"टेनिस भी तमिलनाडु में एक लोकप्रिय खेल है जिसमें रमेश कृष्णन, रामनाथन कृष्णन, विजय अमृतराज और महेश भूपति सहित उल्लेखनीय अंतर्राष्ट्रीय खिलाड़ी हैं।","ᱨᱚᱢᱮᱥ ᱠᱨᱤᱥᱱᱚᱱ, ᱨᱟᱢᱱᱟᱛᱷᱚᱱ ᱠᱨᱤᱥᱱᱚᱱ, ᱵᱤᱡᱚᱭ ᱚᱢᱨᱤᱛᱨᱟᱡᱽ ᱟᱨ ᱢᱚᱦᱮᱥ ᱵᱷᱩᱯᱚᱛᱤ ᱥᱟᱶᱛᱮ ᱧᱩᱛᱩᱢᱟᱱ ᱡᱮᱜᱮᱫᱡᱟᱠᱟᱫ ᱠᱷᱤᱞᱚᱸᱰᱤᱭᱟᱹ ᱟᱛᱮ ᱛᱟᱹᱢᱤᱞᱱᱟᱰᱩ ᱨᱮᱦᱚᱸ ᱴᱮᱱᱤᱥ ᱢᱤᱫᱴᱮᱱ ᱧᱩᱛᱩᱢᱟᱱᱟᱜ ᱦᱩᱭᱟᱠᱟᱱᱟ ᱾"
राज्य में उष्णकटिबंधीय सवाना जलवायु है और दक्षिण पश्चिम मानसून से मौसमी भारी बारिश होती है।,ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱦᱚᱭᱦᱤᱸᱥᱤᱫ ᱥᱤᱛᱩᱝ ᱴᱚᱴᱷᱟᱠᱤᱭᱟᱹ ᱥᱟᱵᱷᱟᱱᱟ ᱞᱮᱠᱟᱱᱟᱜ ᱟᱨ ᱫᱚᱠᱷᱤᱱ ᱯᱚᱪᱷᱤᱢ ᱢᱳᱣᱥᱩᱢᱤ ᱦᱳᱭ ᱠᱷᱚᱱ ᱢᱳᱣᱥᱩᱢᱤ ᱟᱹᱰᱤ ᱟᱸᱴᱮ ᱫᱟᱜᱼᱟ ᱾
"पटना में प्रति व्यक्ति 63,063 रुपये दर्ज किया गया।","ᱯᱟᱴᱱᱟ ᱨᱮ ᱦᱚᱱᱯᱤᱪᱷᱩ ᱖᱓,᱐᱖᱓ ᱴᱟᱠᱟ ᱨᱮᱠᱚᱰ ᱠᱚᱨᱟᱣ ᱟᱠᱟᱱᱟ ᱾"
"लंबी पैदल यात्रा गतिविधि के बाद, आयोजकों और प्रायोजकों ने प्रतिभागियों के लिए खेल और आंखों की जांच करने वाले बूथ स्थापित किए और अच्छी दृष्टि रखने के लिए सेमिनार भी आयोजित किए।",ᱦᱟᱭᱠᱤᱝ ᱠᱟᱹᱦᱚᱨᱟ ᱛᱟᱭᱚᱢ ᱥᱚᱝᱜᱚᱴᱷᱚᱠ ᱟᱨ ᱥᱯᱚᱱᱥᱚᱨ ᱠᱚ ᱫᱟᱶ ᱦᱟᱛᱟᱣ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱜᱮᱢᱤᱝ ᱟᱨ ᱢᱮᱫᱼᱵᱤᱰᱟᱹᱣ ᱵᱩᱛᱷ ᱛᱷᱟᱯᱚᱱ ᱠᱮᱫᱟᱠᱚ ᱟᱨ ᱚᱠᱟ ᱞᱮᱠᱟᱛᱮ ᱱᱟᱯᱟᱭ ᱧᱮᱞ ᱧᱟᱢ ᱫᱟᱲᱮ ᱥᱟᱢᱴᱟᱣ ᱫᱚᱦᱚ ᱦᱩᱭᱩᱜᱼᱟ ᱚᱱᱟ ᱞᱟᱹᱭ ᱟᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱥᱮᱢᱤᱱᱟᱨ ᱦᱚᱸᱠᱚ ᱥᱟᱯᱲᱟᱣ ᱠᱮᱫᱟ ᱾
छत्तीसगढ़ में 20वीं शताब्दी में लिंगानुपात में लगातार गिरावट आ रही है।,ᱵᱤᱝᱥᱚ ᱥᱚᱛᱟᱵᱽᱫᱤ ᱫᱷᱩᱨᱭᱟᱹ ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮᱭᱟᱜ ᱡᱟᱱᱟᱝ ᱯᱚᱲᱚᱱ ᱞᱮᱛᱟᱲ ᱟᱹᱫᱷᱤᱜ ᱠᱟᱱᱟ ᱾
कुमारगुप्त प्रथम भी कार्तिकेय के उपासक थे।,ᱯᱩᱭᱞᱩ ᱠᱩᱢᱟᱨ ᱜᱩᱯᱛᱚ ᱦᱚᱸ ᱠᱟᱨᱛᱤᱠ ᱨᱮᱱ ᱵᱷᱚᱠᱛᱟᱭ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱾
वे अभिनेता नसीरुद्दीन शाह और रत्ना पाठक शाह के बेटे हैं।,ᱩᱱᱤᱫᱚ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱱᱟᱥᱤᱨᱩᱫᱽᱫᱤᱱ ᱥᱟᱦᱚ ᱟᱨ ᱨᱚᱛᱱᱟ ᱯᱟᱴᱷᱚᱠ ᱥᱟᱦᱚ ᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱾
"तमिलनाडु में चार मोबाइल सेवा प्रदाता हैं-बीएसएनएल, एयरटेल, जियो और वीआई।","ᱛᱟᱢᱤᱞᱱᱟᱹᱲᱩᱨᱮ ᱯᱚᱱᱭᱟ ᱢᱚᱵᱟᱭᱤᱞ ᱯᱚᱨᱤᱥᱮᱵᱟ ᱮᱢᱚᱜ ᱠᱟᱱᱟ ᱠᱚ ,ᱢᱩᱲᱩᱛ ᱞᱮᱠᱟᱛᱮ ᱵᱤᱹᱮᱥᱹᱮᱱᱹᱮᱞ, ᱮᱭᱟᱨᱴᱮᱞ, ᱡᱤᱭᱳ ᱟᱨ ᱵᱷᱤᱟᱭ ᱾"
"सर्वश्रेष्ठ मलयालम फिल्म और फिल्म के लिए सर्वश्रेष्ठ पटकथा के अलावा, फहद ने सर्वश्रेष्ठ सहायक अभिनेता की श्रेणी में पुरस्कार जीता।","ᱥᱚᱨᱮᱥ ᱢᱟᱞᱟᱭᱟᱞᱟᱢ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱨᱮᱥ ᱪᱤᱛᱟᱹᱨ ᱜᱟᱭᱟᱱ ᱪᱷᱟᱰᱟᱦᱚᱸ, ᱯᱷᱟᱦᱟᱫ ᱥᱚᱨᱮᱥ ᱥᱚᱦᱚᱫ ᱯᱟᱴᱷᱚᱠ ᱛᱷᱚᱱᱚᱛ ᱨᱮᱭ ᱡᱤᱛᱠᱟᱹᱨ ᱞᱮᱱᱟ ᱾"
"आधुनिक मिजोरम में, अधिकांश सामाजिक जीवन अक्सर चर्च के इर्द-गिर्द घूमता है।",ᱱᱟᱦᱟᱜ ᱢᱤᱡᱳᱨᱟᱢ ᱨᱮ ᱥᱟᱶᱛᱟ ᱠᱤᱭᱟᱹ ᱡᱤᱭᱚᱱ ᱨᱮ ᱟᱭᱢᱟᱜᱟᱱ ᱜᱮ ᱞᱟᱹᱭᱜᱟᱱᱚᱜᱼᱟ ᱜᱤᱨᱡᱟ ᱫᱷᱟᱨᱮ ᱫᱷᱟᱨᱮ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱶᱟ ᱾
वे कन्नड़ रंगमंच के अग्रदूतों और सबसे विपुल योगदानकर्ताओं में से एक थे।,ᱩᱱᱤ ᱫᱚ ᱠᱚᱱᱱᱚᱲ ᱨᱚᱸᱜᱤᱱᱟᱠᱷᱲᱟ ᱞᱟᱦᱟᱣᱟᱱ ᱟᱨ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱮᱱᱮᱢᱦᱚᱲᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
उत्तराखंड फुटबॉल टीम संतोष ट्रॉफी और अन्य लीगों में उत्तराखंड का प्रतिनिधित्व करती है।,ᱥᱚᱱᱛᱳᱥ ᱴᱨᱚᱯᱷᱤ ᱟᱨ ᱮᱴᱟᱜ ᱞᱤᱜᱽ ᱨᱮ ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱯᱷᱩᱴᱵᱚᱞ ᱜᱟᱫᱮᱞ ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱛᱚᱨᱚᱯᱷ ᱛᱮᱠᱚ ᱢᱟᱲᱛᱮ ᱞᱮᱱᱟ ᱾
"पलाश या टेसू के पेड़ के फूल, जिन्हें जंगल की लौ भी कहा जाता है, चमकीले लाल और गहरे नारंगी रंगों के विशिष्ट स्रोत हैं।","ᱢᱩᱨᱩᱫ ᱥᱮ ᱛᱮᱥᱩ ᱫᱟᱨᱮᱹ ᱨᱮᱭᱟᱜ ᱵᱟᱦᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱤᱨ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱥᱟᱞ ᱦᱚᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ, ᱟᱨᱟᱜ ᱟᱨᱥᱟᱞ ᱟᱨ ᱜᱟᱲᱚ ᱠᱚᱢᱞᱟ ᱨᱚᱝ ᱟᱫᱚᱨᱥᱚ ᱞᱮᱠᱟᱛᱮ ᱯᱷᱮᱰᱟᱛ ᱠᱟᱱᱟ ᱾"
आइसिकोनिक सुधार की आवश्यकता वाले लोगों के लिए सामान्य सिफारिश कॉन्टैक्ट लेंस पहनना है।,ᱡᱟᱦᱟᱸᱭ ᱠᱚᱣᱟᱜ ᱟᱭᱥᱤᱠᱱᱤᱠ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱨᱮᱭᱟᱜ ᱡᱟᱨᱩᱲᱚᱜᱼᱟ ᱩᱱᱠᱩ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱥᱩᱯᱷᱟᱨᱤᱥ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱠᱚᱱᱴᱟᱠᱴ ᱞᱮᱱᱥ ᱦᱚᱨᱚᱜ ᱦᱩᱭᱩᱜᱼᱟ ᱾
इस सत्र में जवाहरलाल नेहरू ने भारत की स्वतंत्रता की घोषणा करते हुए ट्रिस्ट विद डेस्टिनी भाषण दिया।,"ᱱᱚᱶᱟ ᱚᱫᱷᱤᱵᱮᱥᱚᱱ ᱨᱮ, ᱡᱚᱣᱦᱚᱨᱞᱟᱞ ᱱᱮᱦᱮᱨᱩ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱩᱪᱷᱟᱹᱱ ᱠᱟᱛᱮᱫ ᱴᱨᱤᱥᱴ ᱩᱭᱤᱛᱷ ᱰᱮᱥᱴᱤᱱᱤ ᱛᱷᱩᱛᱤᱭ ᱫᱚᱦᱚ ᱞᱮᱫᱟ ᱾"
भारत के लिए 2020 टोक्यो ओलंपिक में रजत पदक जीता।,ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱ ᱦᱳᱭ ᱠᱟᱛᱮ ᱒᱐᱒᱐ ᱴᱳᱠᱤᱭᱳ ᱚᱞᱤᱢᱯᱤᱠᱨᱮ ᱨᱩᱯᱟᱹ ᱯᱚᱫᱚᱠ ᱠᱚ ᱡᱤᱛᱟᱹᱣ ᱞᱮᱱᱟ ᱾
पूर्व में बंगाल की खाड़ी है और राज्य केंद्र शासित प्रदेश पुडुचेरी को घेरता है।,ᱯᱩᱨᱩᱵᱽ ᱨᱮ ᱵᱚᱝᱜᱳᱯᱥᱟᱜᱚᱨ ᱟᱨ ᱯᱚᱱᱚᱛ ᱯᱩᱫᱩᱪᱮᱨᱤ ᱫᱚ ᱛᱟᱞᱢᱟ ᱥᱟᱥᱚᱱᱤᱭᱟᱹ ᱴᱚᱴᱷᱟ ᱵᱮᱲᱦᱟᱭᱛᱮ ᱮᱥᱮᱫ ᱟᱠᱟᱫᱟᱭ ᱾
राज्य में पक्षियों की लगभग 750 प्रजातियाँ और स्तनधारियों की 200 से अधिक प्रजातियाँ हैं।,ᱯᱚᱱᱚᱛ ᱨᱮ ᱯᱨᱟᱭ ᱗᱕᱐ ᱡᱟᱹᱛᱨᱮᱱ ᱪᱮᱬᱮ ᱟᱨ ᱒᱐᱐ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱡᱟᱹᱛᱨᱮᱱ ᱱᱩᱱᱩᱣᱟᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾
स्लेज हॉकी उन खिलाड़ियों के लिए डिज़ाइन की गई बर्फ हॉकी का एक रूपांतरण है जो शारीरिक रूप से विकलांग हैं।,ᱥᱞᱮᱡᱽ ᱦᱚᱠᱤ ᱦᱳᱭᱚᱜ ᱠᱟᱱᱟ ᱟᱭᱤᱥ ᱦᱚᱠᱤ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱚᱵᱷᱤᱡᱳᱡᱚᱱ ᱡᱟᱦᱟᱸ ᱫᱚ ᱚᱱᱠᱟᱱ ᱠᱷᱤᱞᱳᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱱᱟᱣ ᱦᱳᱭ ᱟᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱭ ᱠᱚᱣᱟᱜ ᱫᱟᱲᱮᱹ ᱵᱟᱱᱩᱜᱼᱟ ᱾
एक आह्वानात्मक वस्तु आमतौर पर वर्णम के बाद आ सकती है।,ᱟᱥᱚᱠᱟᱭᱛᱮ ᱵᱚᱨᱱᱚᱢ ᱛᱟᱭᱚᱢ ᱢᱤᱫᱴᱟᱝ ᱱᱮᱸᱦᱚᱨ ᱥᱮᱨᱮᱧ ᱦᱮᱪ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
यह पूर्व-शास्त्रीय मधुर रूपों पर आधारित है जिसमें पाँच या अधिक संगीत स्वरों की एक श्रृंखला शामिल होती है जिस पर एक राग स्थापित किया जाता है।,ᱱᱚᱶᱟ ᱫᱚ ᱢᱟᱲᱟᱝᱼᱥᱮᱨᱶᱟ ᱨᱟᱦᱟ ᱵᱟᱵᱚᱫᱟᱱ ᱨᱩᱯ ᱪᱮᱛᱟᱱ ᱴᱮᱦᱟᱰ ᱟᱠᱟᱱ ᱡᱟᱦᱟᱸ ᱢᱚᱬᱮ ᱟᱨᱵᱟᱝ ᱚᱱᱟ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱨᱩᱼᱥᱟᱯᱟᱵᱽ ᱨᱮᱱᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱦᱚᱨᱟ ᱟᱛᱮᱫ ᱜᱚᱲᱦᱚᱱ ᱡᱟᱦᱟ ᱠᱷᱚᱱ ᱢᱤᱫᱴᱟᱝ ᱨᱟᱦᱟ ᱛᱚᱞ ᱜᱟᱱᱚᱜᱼᱟ ᱾
"यह राज्य हमेशा से भारत में पर्वतारोहण, लंबी पैदल यात्रा और रॉक क्लाइम्बिंग के लिए एक गंतव्य रहा है।","ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱵᱩᱨᱩᱫᱮᱡᱚᱜ, ᱦᱟᱭᱠᱤᱝ ᱟᱨ ᱨᱚᱠ ᱠᱞᱟᱭᱢᱵᱤᱝ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱯᱚᱱᱚᱛ ᱫᱚ ᱥᱟᱨᱜᱷᱟᱹᱲᱤᱡᱽ ᱜᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱴᱮᱨᱚᱜ ᱴᱷᱟᱶ ᱾"
"अब तक, विजेता टीम या तो नीदरलैंड या बेल्जियम से थी, जिसमें क्रमशः 45 और 6 यूरोपा कप थे।","ᱱᱤᱛ ᱦᱟᱹᱵᱤᱡ, ᱡᱤᱛᱠᱟᱹᱨ ᱫᱚᱞ ᱠᱚ ᱦᱩᱭᱩᱜ ᱛᱟᱦᱮᱱᱟ ᱱᱮᱫᱟᱨᱞᱮᱱᱰᱥ ᱟᱨᱵᱟᱝ ᱵᱮᱞᱡᱤᱭᱟᱢ ᱠᱷᱚᱱ, ᱮᱞᱮᱞ ᱞᱮᱠᱟᱛᱮ ᱔᱕ ᱟᱨ ᱖ ᱜᱚᱴᱟᱝ ᱤᱭᱩᱨᱳᱯᱟ ᱠᱟᱯ ᱾"
